Month,Company,Country,Region,Segment,Subsegment,IsPublic,Ticker,Users_M,NewUsers_K,TPV_USD_B,TakeRate_pct,Revenue_USD_M,ARPU_USD,Churn_pct,Marketing_Spend_USD_M,CAC_USD,CAC_Total_USD_M,Close_USD,Private_Valuation_USD_B
2025-10,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,20.3,352.0,56.36,0.533,302.37,2.84,0.42,91.01,3.8,1.19,10.41,
2025-06,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,67.4,704.0,81.57,0.279,251.5,4.47,1.31,54.35,8.19,5.64,77.82,
2025-05,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,687.7,626.0,516.39,0.162,833.33,2.83,0.66,29.75,8.48,5.27,,132.9
2025-11,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,24.3,80.0,78.15,0.64,505.05,5.94,0.97,114.79,12.06,0.91,10.22,
2025-11,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,82.2,681.0,130.62,0.327,404.55,5.12,1.55,93.84,14.57,9.48,69.0,
2025-12,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,133.18,0.187,241.14,5.02,1.1,82.4,5.25,,1566.73,
2025-09,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,True,KLAR,43.5,674.0,106.02,1.633,1782.49,4.43,0.63,63.71,19.47,13.14,36.84,
2025-07,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,True,KLAR,103.8,470.0,46.12,1.87,971.58,4.86,2.28,84.81,3.69,1.89,36.13,
2025-10,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,186.74,0.157,273.73,7.23,1.14,128.99,6.63,,,112.4
2025-10,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,53.8,190.0,87.68,1.18,1080.76,2.0,0.59,38.18,3.48,0.62,,
2025-11,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,29.4,113.0,44.22,0.609,288.18,4.38,1.63,37.4,19.73,1.78,10.63,
2025-06,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,98.1,839.0,63.13,1.836,1370.65,4.7,1.34,19.92,15.69,11.96,,
2025-04,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,227.9,0.155,380.29,6.6,2.32,80.41,4.27,,,90.9
2025-06,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,51.6,105.0,76.18,0.438,360.98,5.31,0.74,64.91,13.21,1.41,79.82,
2025-02,Mastercard,USA,North America,Payments Network,Card Network,True,MA,181.7,793.0,708.35,0.098,706.53,6.68,1.88,17.68,11.53,10.18,417.79,
2025-07,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,297.24,0.151,394.97,9.63,2.08,88.57,7.76,,1567.95,
2025-06,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,51.5,184.0,82.97,1.123,931.02,2.12,0.62,37.6,3.5,0.65,,
2025-01,Coinbase,USA,North America,Digital Assets,Exchange & Custody,True,COIN,101.1,816.0,140.37,0.15,187.63,11.34,1.01,6.6,13.65,10.12,169.83,
2025-04,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,36.2,86.0,35.58,0.67,222.78,4.77,1.81,56.54,7.67,0.61,10.01,
2025-04,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,49.2,101.0,85.43,0.423,323.25,5.78,0.7,63.31,13.58,1.27,73.71,
2025-01,Visa,USA,North America,Payments Network,Card Network,True,V,166.9,452.0,761.82,0.11,756.58,5.26,1.25,57.13,5.39,2.47,283.32,
2025-04,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,73.7,130.0,157.68,0.212,347.56,3.35,0.37,90.75,11.14,1.49,68.93,
2025-01,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,133.56,0.119,159.4,7.84,2.6,47.03,12.03,,,89.9
2025-02,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,107.5,73.0,107.41,1.401,1218.71,2.95,0.5,81.62,11.58,0.69,,
2025-07,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,184.15,0.102,202.18,6.17,1.84,82.6,2.33,,1534.42,
2025-11,Coinbase,USA,North America,Digital Assets,Exchange & Custody,True,COIN,83.8,560.0,197.86,0.148,292.7,7.72,1.88,116.56,3.82,1.64,174.19,
2025-11,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,36.5,273.0,38.57,0.561,194.86,3.65,0.45,46.12,16.31,4.67,10.12,
2025-01,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,57.5,181.0,84.79,1.263,998.67,1.98,0.67,34.16,3.36,0.77,,
2025-10,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,142.37,0.115,168.37,9.2,2.21,44.53,13.12,,,93.4
2025-04,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,19.9,343.0,58.3,0.535,307.2,2.89,0.33,107.2,4.9,1.35,9.92,
2025-09,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,904.8,293.0,661.93,0.188,1245.78,2.41,1.71,6.73,10.74,3.06,,128.0
2025-10,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,70.3,677.0,80.68,0.272,257.62,4.93,1.46,50.4,7.51,7.08,67.48,
2025-09,Visa,USA,North America,Payments Network,Card Network,True,V,296.0,61.0,542.71,0.113,573.01,5.25,0.72,25.01,21.63,1.04,280.48,
2025-07,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,57.8,165.0,83.69,1.21,1035.67,2.03,0.75,40.6,3.84,0.76,,
2025-09,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,243.23,0.123,296.86,5.51,2.46,104.98,8.02,,,115.3
2025-03,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,186.31,0.149,294.06,7.46,1.26,99.24,5.86,,,113.9
2025-01,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,123.1,55.0,91.58,0.419,350.85,3.92,0.53,92.5,4.9,0.28,70.69,
2025-10,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,76.1,504.0,93.76,0.43,395.39,5.27,0.57,75.3,4.48,2.28,,37.3
2025-05,Mastercard,USA,North America,Payments Network,Card Network,True,MA,157.4,369.0,721.11,0.09,709.97,4.82,1.1,65.4,7.72,2.92,445.36,
2025-04,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,65.4,762.0,141.37,0.359,562.66,6.43,1.66,75.3,6.2,5.33,,37.1
2025-10,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,54.7,411.0,133.61,0.29,424.48,4.35,1.9,88.24,9.6,3.07,75.44,
2025-03,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,102.0,716.0,146.56,0.379,489.95,3.99,1.87,76.72,4.34,3.4,,38.7
2025-11,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,152.73,0.198,307.85,7.78,0.47,53.6,19.77,,,115.9
2025-04,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,120.8,76.0,97.4,1.331,1426.29,3.23,0.55,77.56,10.3,0.86,,
2025-11,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,190.41,0.1,190.6,6.08,1.9,77.7,2.82,,1664.22,
2025-05,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,46.0,466.0,106.35,0.285,336.96,4.13,1.92,41.9,19.48,9.03,78.93,
2025-09,Nubank,Brazil,Latin America,Neobank,Retail Banking,True,NU,100.1,236.0,138.35,0.375,515.43,5.43,2.63,58.72,3.32,0.67,16.15,
2025-03,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,142.32,0.098,131.57,6.55,1.67,56.74,9.64,,1593.88,
2025-09,Mastercard,USA,North America,Payments Network,Card Network,True,MA,158.7,482.0,374.72,0.087,335.89,4.58,0.5,92.84,13.37,7.74,408.09,
2025-09,Nubank,Brazil,Latin America,Neobank,Retail Banking,True,NU,150.1,295.0,110.07,0.431,494.46,7.26,2.62,29.45,18.7,5.7,16.54,
2025-09,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,117.1,549.0,76.37,0.365,317.45,4.26,1.66,77.7,15.56,11.53,,47.2
2025-02,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,284.57,0.14,467.53,9.63,2.64,107.58,7.9,,1677.86,
2025-03,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,True,KLAR,112.8,739.0,69.87,1.459,938.95,4.01,1.3,33.45,5.56,4.37,37.14,
2025-08,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,42.2,440.0,110.61,0.281,292.85,3.72,1.56,46.77,19.61,7.08,76.41,
2025-09,Coinbase,USA,North America,Digital Assets,Exchange & Custody,True,COIN,21.1,606.0,167.98,0.149,249.73,9.11,1.29,110.13,11.25,6.43,169.94,
2025-10,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,37.1,116.0,47.0,0.623,289.33,4.2,1.7,97.58,19.52,2.42,9.86,
2025-12,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,22.0,103.0,49.57,0.417,233.76,4.83,1.26,12.56,16.1,1.65,10.1,
2025-06,Coinbase,USA,North America,Digital Assets,Exchange & Custody,True,COIN,107.6,579.0,144.04,0.13,177.51,10.08,0.44,10.26,16.31,9.39,178.02,
2025-06,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,77.0,862.0,66.97,1.076,790.67,3.02,0.54,13.79,8.07,5.27,,
2025-10,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,710.6,329.0,386.11,0.173,682.18,4.02,2.07,57.63,4.82,1.7,,136.4
2025-08,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,77.7,721.0,145.08,0.403,553.26,6.63,0.53,93.07,17.93,11.67,,33.6
2025-08,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,99.2,721.0,66.53,1.962,1393.31,4.51,1.22,16.4,17.79,14.75,,
2025-06,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,780.7,291.0,363.31,0.177,632.95,3.53,1.65,64.04,5.52,1.51,,125.5
2025-11,Nubank,Brazil,Latin America,Neobank,Retail Banking,True,NU,137.6,486.0,64.05,0.351,220.18,8.05,1.39,27.26,16.31,7.66,15.2,
2025-06,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,True,KLAR,55.7,336.0,60.69,1.347,824.78,3.76,0.78,85.11,10.62,4.34,37.98,
2025-06,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,114.8,430.0,112.21,0.294,310.81,5.26,0.54,93.5,18.97,8.63,67.32,
2025-11,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,19.8,634.0,61.26,0.625,385.03,5.17,0.67,123.17,21.08,12.4,10.78,
2025-01,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,596.1,515.0,583.62,0.132,763.11,4.46,1.95,90.16,8.04,4.18,,141.7
2025-08,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,109.8,263.0,165.09,0.225,318.83,4.99,1.5,102.64,9.28,2.0,69.54,
2025-07,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,80.8,753.0,93.02,0.471,418.75,6.76,0.89,7.02,2.04,1.93,71.67,
2025-10,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,75.7,680.0,95.81,2.031,1623.87,2.62,1.09,20.07,19.53,12.31,,
2025-04,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,944.0,266.0,727.04,0.172,1226.05,2.26,2.21,8.42,12.0,3.05,,124.6
2025-02,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,174.03,0.099,170.57,5.76,1.6,91.53,2.14,,1611.0,
2025-04,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,109.7,323.0,81.99,0.284,219.83,3.46,1.74,49.27,12.38,4.68,62.43,
2025-06,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,91.2,113.0,167.51,0.347,599.93,7.57,0.78,48.77,2.46,0.29,80.33,
2025-07,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,78.3,751.0,82.67,0.271,253.48,4.61,1.56,45.32,9.42,5.59,71.26,
2025-08,Visa,USA,North America,Payments Network,Card Network,True,V,258.7,551.0,834.13,0.108,869.31,5.48,0.71,19.57,13.34,7.83,273.5,
2025-02,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,46.0,410.0,114.12,0.286,335.38,4.2,1.61,37.99,17.63,8.48,75.09,
2025-02,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,204.59,0.158,352.19,6.08,1.99,17.64,10.09,,1702.27,
2025-02,Visa,USA,North America,Payments Network,Card Network,True,V,184.5,636.0,485.31,0.109,605.23,4.91,0.45,37.28,14.65,10.33,262.02,
2025-03,Coinbase,USA,North America,Digital Assets,Exchange & Custody,True,COIN,86.3,579.0,204.56,0.159,280.14,7.45,1.74,96.29,3.42,1.6,189.58,
2025-12,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,109.9,318.0,77.82,0.286,243.97,2.94,2.1,61.61,12.15,4.18,61.75,
2025-01,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,True,KLAR,58.7,333.0,63.3,1.411,886.83,3.54,0.86,68.55,12.88,4.41,38.1,
2025-12,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,846.4,490.0,453.67,0.148,711.91,2.33,1.62,129.11,3.94,2.04,,169.4
2025-05,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,221.71,0.136,282.38,6.6,0.37,70.81,12.05,,1573.22,
2025-04,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,187.89,0.157,305.67,6.0,2.2,14.93,10.54,,1526.22,
2025-01,Mastercard,USA,North America,Payments Network,Card Network,True,MA,199.9,546.0,502.91,0.085,406.95,7.51,1.85,28.26,14.46,6.17,418.85,
2025-09,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,51.5,404.0,140.88,0.281,403.12,4.24,2.32,70.04,7.44,3.81,77.5,
2025-10,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,271.78,0.17,478.15,5.36,0.36,32.29,3.26,,,96.7
2025-06,Mastercard,USA,North America,Payments Network,Card Network,True,MA,165.6,760.0,749.14,0.106,734.43,6.61,1.89,19.36,11.94,11.04,423.33,
2025-07,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,True,KLAR,110.3,773.0,70.01,1.499,1056.66,4.02,1.18,35.02,5.92,5.18,34.63,
2025-03,Nubank,Brazil,Latin America,Neobank,Retail Banking,True,NU,83.2,643.0,118.33,0.507,620.81,5.61,1.75,66.44,6.62,5.91,15.5,
2025-11,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,131.48,0.122,153.35,7.79,2.06,45.56,13.16,,,92.8
2025-04,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,99.8,774.0,132.63,0.368,483.96,4.44,2.02,76.46,4.11,3.83,,40.2
2025-08,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,225.18,0.161,370.35,6.01,2.62,69.5,4.11,,,82.9
2025-11,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,43.8,110.0,58.58,1.786,909.09,3.91,2.06,100.48,8.26,0.78,,
2025-09,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,242.05,0.116,281.61,8.32,2.1,98.24,2.41,,,88.4
2025-10,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,61.1,690.0,146.01,0.354,479.4,6.37,1.43,72.77,7.18,4.13,,38.8
2025-10,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,205.34,0.191,348.06,5.84,1.2,5.42,3.04,,,92.5
2025-01,Coinbase,USA,North America,Digital Assets,Exchange & Custody,True,COIN,102.8,736.0,189.94,0.232,492.61,7.16,2.04,111.64,4.03,3.63,170.33,
2025-08,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,87.5,400.0,116.26,0.264,280.03,4.8,1.05,75.85,12.99,4.95,67.87,
2025-07,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,48.0,108.0,77.2,0.408,366.36,5.93,0.77,58.48,14.18,1.25,72.65,
2025-02,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,True,KLAR,40.3,695.0,106.78,1.733,1725.03,4.52,0.74,61.89,19.77,16.83,35.95,
2025-02,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,51.3,194.0,85.74,1.193,1131.01,1.91,0.74,37.67,3.21,0.62,,
2025-08,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,108.3,379.0,84.31,0.28,210.14,2.92,2.27,65.34,13.05,3.84,62.8,
2025-10,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,101.7,773.0,131.93,0.385,504.65,4.63,1.75,85.55,4.88,2.97,,36.6
2025-11,Visa,USA,North America,Payments Network,Card Network,True,V,246.7,558.0,615.42,0.11,654.83,4.84,1.86,31.96,19.47,7.71,280.19,
2025-05,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,93.6,308.0,106.81,0.251,288.38,3.72,0.34,7.25,13.15,5.55,72.73,
2025-11,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,149.53,0.107,153.97,7.04,1.91,68.78,17.15,,1714.15,
2025-09,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,50.2,102.0,76.13,0.419,343.21,6.06,0.71,59.58,12.3,1.11,78.2,
2025-11,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,77.3,801.0,53.98,1.378,691.53,3.76,0.42,128.46,13.42,9.88,,
2025-12,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,74.1,125.0,162.84,0.206,322.13,3.19,0.35,115.2,12.37,1.45,65.96,
2025-12,Visa,USA,North America,Payments Network,Card Network,True,V,145.7,464.0,701.57,0.082,603.81,4.69,2.08,106.65,13.3,7.04,293.04,
2025-09,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,786.6,569.0,332.6,0.127,440.47,3.61,2.35,76.5,11.74,6.36,,139.3
2025-10,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,11.5,781.0,42.83,0.609,248.82,3.96,2.32,65.37,5.43,3.76,9.63,
2025-07,Mastercard,USA,North America,Payments Network,Card Network,True,MA,272.0,234.0,725.87,0.111,891.75,4.83,1.15,92.75,4.28,0.87,462.12,
2025-02,Visa,USA,North America,Payments Network,Card Network,True,V,131.8,136.0,669.23,0.108,862.81,6.4,0.39,112.59,9.09,0.96,270.51,
2025-03,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,104.8,269.0,156.19,0.206,301.63,4.9,1.66,93.19,9.57,1.91,67.93,
2025-02,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,217.87,0.163,345.95,6.58,2.58,75.56,4.38,,,83.7
2025-12,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,40.8,111.0,56.57,1.738,985.59,3.93,2.06,100.23,7.53,0.73,,
2025-08,Mastercard,USA,North America,Payments Network,Card Network,True,MA,149.4,448.0,379.64,0.089,381.52,4.76,0.53,111.2,12.27,8.3,407.13,
2025-03,Nubank,Brazil,Latin America,Neobank,Retail Banking,True,NU,129.2,315.0,146.11,0.488,600.0,7.92,0.56,30.8,6.11,2.33,15.78,
2025-04,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,True,KLAR,121.0,678.0,66.11,1.411,1045.31,4.19,1.02,39.68,6.37,4.93,36.93,
2025-12,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,169.53,0.177,271.96,5.17,1.34,45.28,18.84,,1533.62,
2025-04,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,130.5,279.0,170.59,0.305,529.62,4.06,1.64,65.38,2.34,0.52,73.21,
2025-02,Mastercard,USA,North America,Payments Network,Card Network,True,MA,269.9,206.0,737.86,0.113,769.87,5.72,1.37,100.37,3.66,0.91,445.4,
2025-01,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,139.15,0.166,234.29,7.28,0.55,60.55,2.85,,1578.47,
2025-11,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,299.44,0.149,465.93,9.1,2.51,98.0,7.81,,1619.38,
2025-09,Coinbase,USA,North America,Digital Assets,Exchange & Custody,True,COIN,94.0,665.0,183.34,0.242,484.91,6.13,2.12,124.35,4.53,3.29,185.52,
2025-08,Stripe,USA / Ireland,North America / Europe,Payments Infrastructure,Processor / PSP,False,,,,184.38,0.157,285.04,8.64,0.52,98.99,3.65,,,110.4
2025-08,Visa,USA,North America,Payments Network,Card Network,True,V,145.2,465.0,676.87,0.079,614.45,4.23,2.31,106.24,11.87,5.64,270.79,
2025-05,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,140.95,0.101,133.19,5.87,1.8,43.32,10.51,,1560.77,
2025-07,Mastercard,USA,North America,Payments Network,Card Network,True,MA,161.1,730.0,702.34,0.097,676.07,6.59,1.86,19.59,11.91,9.75,433.98,
2025-04,Coinbase,USA,North America,Digital Assets,Exchange & Custody,True,COIN,27.1,179.0,137.02,0.241,331.82,11.55,0.41,41.53,5.64,1.11,192.1,
2025-09,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,False,,60.7,336.0,63.41,1.783,1056.54,4.43,2.21,59.73,13.89,6.17,,
2025-11,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,102.3,531.0,154.18,0.406,647.8,7.08,2.18,83.17,11.82,6.43,73.72,
2025-09,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,83.6,118.0,175.2,0.335,496.47,6.82,0.87,61.36,2.56,0.29,73.77,
2025-06,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,23.7,75.0,38.38,0.446,163.71,4.35,1.55,88.25,18.12,1.25,9.53,
2025-09,Nubank,Brazil,Latin America,Neobank,Retail Banking,True,NU,79.4,742.0,119.28,0.524,625.14,5.04,1.56,71.45,7.42,5.8,15.66,
2025-06,Block (Cash App),USA,North America,Payments & Wallet,Merchant + P2P,True,SQ,51.7,434.0,114.83,0.314,374.98,4.09,2.33,16.08,15.41,5.78,73.12,
2025-11,Nubank,Brazil,Latin America,Neobank,Retail Banking,True,NU,105.8,554.0,119.37,0.429,481.54,5.92,2.57,23.29,2.31,1.22,16.26,
2025-10,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,730.0,282.0,391.28,0.183,722.39,3.67,2.1,64.3,5.14,1.61,,138.5
2025-08,Nubank,Brazil,Latin America,Neobank,Retail Banking,True,NU,86.6,609.0,132.25,0.53,696.29,4.95,1.7,86.63,8.16,6.1,15.3,
2025-07,PayPal,USA,North America,Digital Wallet,Payments & Wallet,True,PYPL,69.6,113.0,162.06,0.209,358.56,3.14,0.38,116.82,12.37,1.17,65.01,
2025-09,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,697.7,660.0,583.08,0.152,937.22,2.71,0.68,30.97,8.87,6.01,,132.9
2025-04,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,True,KLAR,124.5,682.0,69.9,1.389,1057.91,3.65,1.18,37.76,6.49,3.78,37.88,
2025-06,Ant Group (Alipay),China,Asia,Super App / Wallet,Payments & Ecosystem,False,,647.8,606.0,549.01,0.16,941.22,2.42,0.76,27.0,9.11,6.06,,123.8
2025-05,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,19.8,689.0,56.9,0.66,383.28,5.07,0.6,104.35,17.78,12.53,9.64,
2025-07,Visa,USA,North America,Payments Network,Card Network,True,V,113.6,687.0,532.08,0.109,640.82,5.82,2.86,130.7,17.69,13.75,312.73,
2025-11,Nubank,Brazil,Latin America,Neobank,Retail Banking,True,NU,130.6,577.0,63.57,0.588,361.53,7.58,2.76,24.98,4.49,2.49,16.68,
2025-06,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,True,KLAR,62.0,350.0,60.74,1.307,871.2,3.97,0.81,72.5,12.07,4.96,39.52,
2025-12,Visa,USA,North America,Payments Network,Card Network,True,V,296.7,61.0,557.63,0.107,611.27,6.2,0.55,23.15,18.58,1.47,290.0,
2025-08,Coinbase,USA,North America,Digital Assets,Exchange & Custody,True,COIN,66.2,513.0,125.47,0.187,251.36,11.13,0.92,83.04,6.87,2.96,178.63,
2025-05,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,117.4,469.0,133.55,0.494,603.9,7.64,2.61,85.4,12.43,7.02,,36.1
2025-09,Adyen,Netherlands,Europe,Payments Infrastructure,Processor / Acquirer,True,ADYEN,,,203.99,0.169,335.67,5.88,1.7,17.08,10.83,,1503.17,
2025-01,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,122.7,535.0,118.14,0.297,374.21,5.4,2.2,109.13,7.54,4.15,,39.5
2025-10,Klarna,Sweden,Europe,BNPL,Pay-in-4 / Financing,True,KLAR,38.8,796.0,97.47,1.644,1791.41,4.53,0.74,79.69,21.08,12.63,34.87,
2025-01,Mastercard,USA,North America,Payments Network,Card Network,True,MA,129.6,742.0,651.81,0.112,737.04,6.92,1.62,6.37,14.06,11.57,406.86,
2025-09,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,19.8,616.0,58.38,0.618,358.04,4.93,0.58,111.07,18.99,11.31,10.58,
2025-06,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,111.2,656.0,79.89,0.406,300.42,4.71,1.83,66.76,16.33,9.49,,50.2
2025-05,Visa,USA,North America,Payments Network,Card Network,True,V,103.1,747.0,488.9,0.117,575.08,6.77,2.64,132.97,15.37,14.66,277.9,
2025-05,Coinbase,USA,North America,Digital Assets,Exchange & Custody,True,COIN,104.0,767.0,124.12,0.145,200.61,11.23,1.24,6.51,12.34,7.96,185.84,
2025-10,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,76.0,481.0,97.01,0.457,449.62,5.66,0.53,66.73,4.88,2.16,,38.6
2025-08,Wise,UK,Europe,Cross-border Payments,Remittances & FX,True,WISE.L,24.9,82.0,68.91,0.666,444.47,5.56,1.01,111.7,12.69,1.13,9.75,
2025-11,Revolut,UK,Europe,Neobank / Super App,Retail & Business,False,,58.8,525.0,88.65,0.497,448.62,7.05,0.38,64.3,5.24,2.95,,35.4
